order_number,product_key,customer_key,order_date,ship_date,due_date,sales_amount,quantity,price
SO43774,89bcec2487a32ab42420d51e59928085bcf3fbabd004e8154c15bca553d29b62,81aadc08216233fb3ec392c41a57432e51f78e8bd6996aacb76ad6dc1477ddfa,2011-01-16,2011-01-23,2011-01-28,3578,1,3578.0
SO43775,606c43aeb3c46989f1bfc499013e82a4ccabff01f51113241013663891680362,b6e67bebe30f4953ab1b45e74d9ee0efb0440d6bd475fc0538bff3cfeb27c55f,2011-01-16,2011-01-23,2011-01-28,3400,1,3400.0
SO43776,5f557aeec70cf4324493e431bdc5d61c2bcdaa8595d92def2c11a69f94db3a7e,267e7e4409b30aef9c55d7361cd638330288cf1d7f813551aa1f1e6fa3146c29,2011-01-17,2011-01-24,2011-01-29,3578,1,3578.0
SO43777,f608bb5a88566bbe7f3caaa6085ecf8dbf688936612e0e332671d17f213ba0b8,86d8116834ced9f4fa706b03682f55bbfeaa1f2cbf45118efb3b011d5d1dd390,2011-01-17,2011-01-24,2011-01-29,3578,1,3578.0
SO43778,e6ece97b26dd39d130622a5c0cd0ac6a5fffcaf797674c5649c6375fce997243,a8d2de097f81898ab845fe546637a1807c72dda813f3e80c61baa3f94da5cf14,2011-01-17,2011-01-24,2011-01-29,3400,1,3400.0
SO43779,5286a1e916969f6ff131522b52a51e480425f9f61cd5653abd68ab4b52e2b8d7,c75c89cee63d3c522750017c0fd99166ccaf10a6052486a931da4a23a4deaf35,2011-01-17,2011-01-24,2011-01-29,699,1,699.0
SO43780,f608bb5a88566bbe7f3caaa6085ecf8dbf688936612e0e332671d17f213ba0b8,86e76b626c7eb73112e2916ec78724f650329c3eade89c1f07e6726bd2eae289,2011-01-18,2011-01-25,2011-01-30,3578,1,3578.0
SO43781,3ab575c5ce5de301c69675dce9e41378c762cc868ae808a18b769e18f5e79846,926b0e15d1663b423eacb0daa3dba9d4f8f5ae5301b4a0f88ce55442141f6a64,2011-01-18,2011-01-25,2011-01-30,3578,1,3578.0
SO43782,3ab575c5ce5de301c69675dce9e41378c762cc868ae808a18b769e18f5e79846,363e0f6349942493e694482ff83d3575449003ca5dba024fedc0be460d193d8d,2011-01-18,2011-01-25,2011-01-30,3578,1,3578.0
SO43783,3ab575c5ce5de301c69675dce9e41378c762cc868ae808a18b769e18f5e79846,cdecb41ea07a15948c6a9fc94d9ffc515ef1789a35ff83b30fd49909da340a13,2011-01-18,2011-01-25,2011-01-30,3578,1,3578.0
SO43784,f3b0dface263adafb4ebea9962173e51e4b096629f8c3032841900c71c7538b7,ddb31647c21489117566b794ad18e1af2404f178394055b97c69eb7a853f1cfd,2011-01-19,2011-01-26,2011-01-31,3578,1,3578.0
SO43785,f608bb5a88566bbe7f3caaa6085ecf8dbf688936612e0e332671d17f213ba0b8,f6c5ef7b8ed9f007ca6b07544dfd707deacb35601958125d3b25512a5ef815de,2011-01-19,2011-01-26,2011-01-31,3578,1,3578.0
SO43786,f608bb5a88566bbe7f3caaa6085ecf8dbf688936612e0e332671d17f213ba0b8,51b150ef134b260f1104ac702fdfb0e0a41b2522187002bc1d013e7216a7029f,2011-01-19,2011-01-26,2011-01-31,3578,1,3578.0
SO43787,58866294eb7e5b24529ae6e244268f3d3135f9c178755b384c8452b66e5f7497,47efb1125060c1266f5da45a45f4c181152c7ead1e581cae2d1c8e1bc717ce05,2011-01-19,2011-01-26,2011-01-31,3400,1,3400.0
SO43788,a0e0f5f49edc1481da527ad705a288694031a1624a29cc2fcf3337bcc999bdd2,6f37aae407d1c3261f56707cf7d8e3a47c4d284af7e8d2ae19cb40776fda17a7,2011-01-19,2011-01-26,2011-01-31,3375,1,3375.0
SO43789,a0e0f5f49edc1481da527ad705a288694031a1624a29cc2fcf3337bcc999bdd2,3e9456d02e861843d65da5d5eb931d1c0ca15c2e893b97864e180f5f454f33b5,2011-01-19,2011-01-26,2011-01-31,3375,1,3375.0
SO43790,58866294eb7e5b24529ae6e244268f3d3135f9c178755b384c8452b66e5f7497,f360e0cd12dc8c8d303bf07f13498a14ac2a0a5976fd385cbbf93a7977c706c8,2011-01-19,2011-01-26,2011-01-31,3400,1,3400.0
SO43791,5f557aeec70cf4324493e431bdc5d61c2bcdaa8595d92def2c11a69f94db3a7e,950ed53de307960251af3e387e595945da87494d2d2edf58b103f58f4ccfef78,2011-01-19,2011-01-26,2011-01-31,3578,1,3578.0
SO43792,3ab575c5ce5de301c69675dce9e41378c762cc868ae808a18b769e18f5e79846,7eb3cbf0c12679eb606832969d222ca6c6347d28e22754f23e6d13dead0334d7,2011-01-19,2011-01-26,2011-01-31,3578,1,3578.0
SO43793,58866294eb7e5b24529ae6e244268f3d3135f9c178755b384c8452b66e5f7497,8597f1e3043654da36e26467d59c6c6bbc9c44d498cc15ab2f91fc84440bbc35,2011-01-19,2011-01-26,2011-01-31,3400,1,3400.0
SO43794,606c43aeb3c46989f1bfc499013e82a4ccabff01f51113241013663891680362,7aaf61320647e97733a2b7b1402cfc3f59e86004b2f1cbb6783107aeb3383772,2011-01-19,2011-01-26,2011-01-31,3400,1,3400.0
SO43795,3ab575c5ce5de301c69675dce9e41378c762cc868ae808a18b769e18f5e79846,63cfa6ff814dba50c5d18db1129670dc65d63223f952f8cfb1155f2e3c859d7d,2011-01-20,2011-01-27,2011-02-01,3578,1,3578.0
SO43796,3ddc79c465264d15c71cfae3e62866557f90f20132542854b203646af51b9ddf,e20c996edc342b0e8fe4abe8a1b4373ae040e36b367cf6188e43d04950b7f6c6,2011-01-20,2011-01-27,2011-02-01,699,1,699.0
SO43797,3ab575c5ce5de301c69675dce9e41378c762cc868ae808a18b769e18f5e79846,0e12aa526a098f43508ba04d1b1834af818960fb44971db309916c865b7a3238,2011-01-20,2011-01-27,2011-02-01,3578,1,3578.0
SO43798,f3b0dface263adafb4ebea9962173e51e4b096629f8c3032841900c71c7538b7,f1c628caab4033afe87dd9b46443ae53b44ca1fc35dc6268f423531d02dcb0ab,2011-01-20,2011-01-27,2011-02-01,3578,1,3578.0
SO43799,3ab575c5ce5de301c69675dce9e41378c762cc868ae808a18b769e18f5e79846,18c76c25cd31d4b1d84bf5bc8391b89cb74596033a486b8166e4d21416f924e4,2011-01-20,2011-01-27,2011-02-01,3578,1,3578.0
SO43800,f608bb5a88566bbe7f3caaa6085ecf8dbf688936612e0e332671d17f213ba0b8,4a1f99785dd1a48bab2915ba525d6d6551a0aa4b21d9f502c7c3360ae4b0de0e,2011-01-21,2011-01-28,2011-02-02,3578,1,3578.0
SO43801,f608bb5a88566bbe7f3caaa6085ecf8dbf688936612e0e332671d17f213ba0b8,7e12ef6a654627cda10335c687e0ee94034d8d4ded357e4a156d177f7c15ee3a,2011-01-21,2011-01-28,2011-02-02,3578,1,3578.0
SO43802,3ab575c5ce5de301c69675dce9e41378c762cc868ae808a18b769e18f5e79846,b69c30792e55c3ef0df3feda96412196c296f23da3a95b1fc1c31db53a67befe,2011-01-21,2011-01-28,2011-02-02,3578,1,3578.0
SO43803,5f557aeec70cf4324493e431bdc5d61c2bcdaa8595d92def2c11a69f94db3a7e,60010422eec4c33f3d14dc47fe599d3a605ff533e8b9a121f1c1b275f002981b,2011-01-22,2011-01-29,2011-02-03,3578,1,3578.0
SO43804,f3b0dface263adafb4ebea9962173e51e4b096629f8c3032841900c71c7538b7,b44d45ebadd873d4fd817ed0853eb69e11428bfd6b7e6f2fc4cae465347c83c9,2011-01-22,2011-01-29,2011-02-03,3578,1,3578.0
SO43805,e7c4c9feb783b5df3b28b82c374e6ec5928d858ee16a66e7b27e61b2a5fbd920,25b7e4ec4db2551140a1a70bb67e5fa2d9d28bdce06df769a72a7e6d2baaa3e7,2011-01-22,2011-01-29,2011-02-03,699,1,699.0
SO43806,3ab575c5ce5de301c69675dce9e41378c762cc868ae808a18b769e18f5e79846,dc5a08c7a00b55b5f82cb04b6599d30354815ca4c244a814af4b9b81e3cc1b7f,2011-01-22,2011-01-29,2011-02-03,3578,1,3578.0
SO43807,3ab575c5ce5de301c69675dce9e41378c762cc868ae808a18b769e18f5e79846,6caf8cb7c55f641e46a0f76df6c79624a9b209d3a1199fcdf7df54c92ae02762,2011-01-23,2011-01-30,2011-02-04,3578,1,3578.0
SO43808,89bcec2487a32ab42420d51e59928085bcf3fbabd004e8154c15bca553d29b62,a9f9c2d6c1d3e385039aaebe8d486a2e1bb752c49878f77e3479271001d87518,2011-01-23,2011-01-30,2011-02-04,3578,1,3578.0
SO43809,f3b0dface263adafb4ebea9962173e51e4b096629f8c3032841900c71c7538b7,1d774b1d72345d1259e6f4c6f3a476778c4931355b8516f28c2eb9c9b2107271,2011-01-23,2011-01-30,2011-02-04,3578,1,3578.0
SO43810,e6ece97b26dd39d130622a5c0cd0ac6a5fffcaf797674c5649c6375fce997243,20bf93b68664ce2f87845f148bc369180e05fc67b139866e16cfce52e7351081,2011-01-23,2011-01-30,2011-02-04,3400,1,3400.0
SO43811,9d598518bf26848464e9adcbe942e21d3ab4058e248caf012ebe30e4202e822e,4a0700b3c5e7cac1da6ccc0a9b59f245b458a0aaf87eb324eb2e4f5ae34e148c,2011-01-23,2011-01-30,2011-02-04,3400,1,3400.0
