product_key,product_id,product_number,category_id,product_name,category,subcategory,maintenance_flag,product_line,start_date
64,250,FR-R92R-56,CO_RF,HL Road Frame - Red- 56,Components,Road Frames,true,Road,2011-07-01
65,238,FR-R92R-62,CO_RF,HL Road Frame - Red- 62,Components,Road Frames,true,Road,2011-07-01
66,215,HL-U509,AC_HE,Sport-100 Helmet- Black,Accessories,Helmets,true,other sales,2011-07-01
67,220,HL-U509-B,AC_HE,Sport-100 Helmet- Blue,Accessories,Helmets,true,other sales,2011-07-01
68,212,HL-U509-R,AC_HE,Sport-100 Helmet- Red,Accessories,Helmets,true,other sales,2011-07-01
69,232,LJ-0192-L,CL_JE,Long-Sleeve Logo Jersey- L,Clothing,Jerseys,false,other sales,2011-07-01
70,229,LJ-0192-M,CL_JE,Long-Sleeve Logo Jersey- M,Clothing,Jerseys,false,other sales,2011-07-01
71,226,LJ-0192-S,CL_JE,Long-Sleeve Logo Jersey- S,Clothing,Jerseys,false,other sales,2011-07-01
72,235,LJ-0192-X,CL_JE,Long-Sleeve Logo Jersey- XL,Clothing,Jerseys,false,other sales,2011-07-01
73,219,SO-B909-L,CL_SO,Mountain Bike Socks- L,Clothing,Socks,false,Mountain,2011-07-01
74,218,SO-B909-M,CL_SO,Mountain Bike Socks- M,Clothing,Socks,false,Mountain,2011-07-01
75,364,BK-M47B-38,BI_MB,Mountain-300 Black- 38,Bikes,Mountain Bikes,true,Mountain,2012-07-01
76,365,BK-M47B-40,BI_MB,Mountain-300 Black- 40,Bikes,Mountain Bikes,true,Mountain,2012-07-01
77,366,BK-M47B-44,BI_MB,Mountain-300 Black- 44,Bikes,Mountain Bikes,true,Mountain,2012-07-01
78,367,BK-M47B-48,BI_MB,Mountain-300 Black- 48,Bikes,Mountain Bikes,true,Mountain,2012-07-01
79,358,BK-M68B-38,BI_MB,Mountain-200 Black- 38,Bikes,Mountain Bikes,true,Mountain,2012-07-01
80,360,BK-M68B-42,BI_MB,Mountain-200 Black- 42,Bikes,Mountain Bikes,true,Mountain,2012-07-01
81,362,BK-M68B-46,BI_MB,Mountain-200 Black- 46,Bikes,Mountain Bikes,true,Mountain,2012-07-01
82,352,BK-M68S-38,BI_MB,Mountain-200 Silver- 38,Bikes,Mountain Bikes,true,Mountain,2012-07-01
83,354,BK-M68S-42,BI_MB,Mountain-200 Silver- 42,Bikes,Mountain Bikes,true,Mountain,2012-07-01
84,356,BK-M68S-46,BI_MB,Mountain-200 Silver- 46,Bikes,Mountain Bikes,true,Mountain,2012-07-01
85,339,BK-R50B-44,BI_RB,Road-650 Black- 44,Bikes,Road Bikes,true,Road,2012-07-01
86,341,BK-R50B-48,BI_RB,Road-650 Black- 48,Bikes,Road Bikes,true,Road,2012-07-01
87,343,BK-R50B-52,BI_RB,Road-650 Black- 52,Bikes,Road Bikes,true,Road,2012-07-01
88,333,BK-R50B-58,BI_RB,Road-650 Black- 58,Bikes,Road Bikes,true,Road,2012-07-01
89,335,BK-R50B-60,BI_RB,Road-650 Black- 60,Bikes,Road Bikes,true,Road,2012-07-01
90,337,BK-R50B-62,BI_RB,Road-650 Black- 62,Bikes,Road Bikes,true,Road,2012-07-01
91,327,BK-R50R-44,BI_RB,Road-650 Red- 44,Bikes,Road Bikes,true,Road,2012-07-01
92,329,BK-R50R-48,BI_RB,Road-650 Red- 48,Bikes,Road Bikes,true,Road,2012-07-01
93,331,BK-R50R-52,BI_RB,Road-650 Red- 52,Bikes,Road Bikes,true,Road,2012-07-01
94,321,BK-R50R-58,BI_RB,Road-650 Red- 58,Bikes,Road Bikes,true,Road,2012-07-01
95,323,BK-R50R-60,BI_RB,Road-650 Red- 60,Bikes,Road Bikes,true,Road,2012-07-01
96,325,BK-R50R-62,BI_RB,Road-650 Red- 62,Bikes,Road Bikes,true,Road,2012-07-01
97,381,BK-R64Y-38,BI_RB,Road-550-W Yellow- 38,Bikes,Road Bikes,true,Road,2012-07-01
98,383,BK-R64Y-40,BI_RB,Road-550-W Yellow- 40,Bikes,Road Bikes,true,Road,2012-07-01
99,385,BK-R64Y-42,BI_RB,Road-550-W Yellow- 42,Bikes,Road Bikes,true,Road,2012-07-01
100,387,BK-R64Y-44,BI_RB,Road-550-W Yellow- 44,Bikes,Road Bikes,true,Road,2012-07-01
101,389,BK-R64Y-48,BI_RB,Road-550-W Yellow- 48,Bikes,Road Bikes,true,Road,2012-07-01
102,373,BK-R89B-44,BI_RB,Road-250 Black- 44,Bikes,Road Bikes,true,Road,2012-07-01
103,375,BK-R89B-48,BI_RB,Road-250 Black- 48,Bikes,Road Bikes,true,Road,2012-07-01
104,377,BK-R89B-52,BI_RB,Road-250 Black- 52,Bikes,Road Bikes,true,Road,2012-07-01
105,379,BK-R89B-58,BI_RB,Road-250 Black- 58,Bikes,Road Bikes,true,Road,2012-07-01
106,368,BK-R89R-44,BI_RB,Road-250 Red- 44,Bikes,Road Bikes,true,Road,2012-07-01
107,369,BK-R89R-48,BI_RB,Road-250 Red- 48,Bikes,Road Bikes,true,Road,2012-07-01
108,370,BK-R89R-52,BI_RB,Road-250 Red- 52,Bikes,Road Bikes,true,Road,2012-07-01
109,371,BK-R89R-58,BI_RB,Road-250 Red- 58,Bikes,Road Bikes,true,Road,2012-07-01
110,224,CA-1098,CL_CA,AWC Logo Cap,Clothing,Caps,false,other sales,2012-07-01
111,391,FK-1639,CO_FO,LL Fork,Components,Forks,true,n/a,2012-07-01
112,392,FK-5136,CO_FO,ML Fork,Components,Forks,true,n/a,2012-07-01
113,393,FK-9939,CO_FO,HL Fork,Components,Forks,true,n/a,2012-07-01
114,409,FR-M63B-38,CO_MF,ML Mountain Frame - Black- 38,Components,Mountain Frames,true,Mountain,2012-07-01
115,426,FR-M63B-40,CO_MF,ML Mountain Frame - Black- 40,Components,Mountain Frames,true,Mountain,2012-07-01
116,427,FR-M63B-44,CO_MF,ML Mountain Frame - Black- 44,Components,Mountain Frames,true,Mountain,2012-07-01
117,428,FR-M63B-48,CO_MF,ML Mountain Frame - Black- 48,Components,Mountain Frames,true,Mountain,2012-07-01
118,305,FR-M94B-38,CO_MF,HL Mountain Frame - Black- 38,Components,Mountain Frames,true,Mountain,2012-07-01
119,297,FR-M94B-42,CO_MF,HL Mountain Frame - Black- 42,Components,Mountain Frames,true,Mountain,2012-07-01
120,302,FR-M94B-46,CO_MF,HL Mountain Frame - Black- 46,Components,Mountain Frames,true,Mountain,2012-07-01
121,308,FR-M94S-38,CO_MF,HL Mountain Frame - Silver- 38,Components,Mountain Frames,true,Mountain,2012-07-01
122,289,FR-M94S-42,CO_MF,HL Mountain Frame - Silver- 42,Components,Mountain Frames,true,Mountain,2012-07-01
123,294,FR-M94S-46,CO_MF,HL Mountain Frame - Silver- 46,Components,Mountain Frames,true,Mountain,2012-07-01
124,280,FR-R38B-44,CO_RF,LL Road Frame - Black- 44,Components,Road Frames,true,Road,2012-07-01
125,283,FR-R38B-48,CO_RF,LL Road Frame - Black- 48,Components,Road Frames,true,Road,2012-07-01
126,286,FR-R38B-52,CO_RF,LL Road Frame - Black- 52,Components,Road Frames,true,Road,2012-07-01
127,254,FR-R38B-58,CO_RF,LL Road Frame - Black- 58,Components,Road Frames,true,Road,2012-07-01
128,257,FR-R38B-60,CO_RF,LL Road Frame - Black- 60,Components,Road Frames,true,Road,2012-07-01
129,260,FR-R38B-62,CO_RF,LL Road Frame - Black- 62,Components,Road Frames,true,Road,2012-07-01
130,263,FR-R38R-44,CO_RF,LL Road Frame - Red- 44,Components,Road Frames,true,Road,2012-07-01
131,265,FR-R38R-48,CO_RF,LL Road Frame - Red- 48,Components,Road Frames,true,Road,2012-07-01
132,267,FR-R38R-52,CO_RF,LL Road Frame - Red- 52,Components,Road Frames,true,Road,2012-07-01
133,269,FR-R38R-58,CO_RF,LL Road Frame - Red- 58,Components,Road Frames,true,Road,2012-07-01
134,271,FR-R38R-60,CO_RF,LL Road Frame - Red- 60,Components,Road Frames,true,Road,2012-07-01
135,273,FR-R38R-62,CO_RF,LL Road Frame - Red- 62,Components,Road Frames,true,Road,2012-07-01
136,417,FR-R72Y-38,CO_RF,ML Road Frame-W - Yellow- 38,Components,Road Frames,true,Road,2012-07-01
137,429,FR-R72Y-40,CO_RF,ML Road Frame-W - Yellow- 40,Components,Road Frames,true,Road,2012-07-01
138,431,FR-R72Y-42,CO_RF,ML Road Frame-W - Yellow- 42,Components,Road Frames,true,Road,2012-07-01
139,433,FR-R72Y-44,CO_RF,ML Road Frame-W - Yellow- 44,Components,Road Frames,true,Road,2012-07-01
140,435,FR-R72Y-48,CO_RF,ML Road Frame-W - Yellow- 48,Components,Road Frames,true,Road,2012-07-01
141,439,FR-R92B-44,CO_RF,HL Road Frame - Black- 44,Components,Road Frames,true,Road,2012-07-01
142,441,FR-R92B-48,CO_RF,HL Road Frame - Black- 48,Components,Road Frames,true,Road,2012-07-01
143,443,FR-R92B-52,CO_RF,HL Road Frame - Black- 52,Components,Road Frames,true,Road,2012-07-01
144,437,FR-R92B-62,CO_RF,HL Road Frame - Black- 62,Components,Road Frames,true,Road,2012-07-01
145,242,FR-R92R-44,CO_RF,HL Road Frame - Red- 44,Components,Road Frames,true,Road,2012-07-01
146,245,FR-R92R-48,CO_RF,HL Road Frame - Red- 48,Components,Road Frames,true,Road,2012-07-01
147,248,FR-R92R-52,CO_RF,HL Road Frame - Red- 52,Components,Road Frames,true,Road,2012-07-01
148,251,FR-R92R-56,CO_RF,HL Road Frame - Red- 56,Components,Road Frames,true,Road,2012-07-01
149,239,FR-R92R-62,CO_RF,HL Road Frame - Red- 62,Components,Road Frames,true,Road,2012-07-01
150,410,FW-M423,CO_WH,LL Mountain Front Wheel,Components,Wheels,true,Mountain,2012-07-01
151,411,FW-M762,CO_WH,ML Mountain Front Wheel,Components,Wheels,true,Mountain,2012-07-01
152,412,FW-M928,CO_WH,HL Mountain Front Wheel,Components,Wheels,true,Mountain,2012-07-01
153,413,FW-R623,CO_WH,LL Road Front Wheel,Components,Wheels,true,Road,2012-07-01
154,414,FW-R762,CO_WH,ML Road Front Wheel,Components,Wheels,true,Road,2012-07-01
155,415,FW-R820,CO_WH,HL Road Front Wheel,Components,Wheels,true,Road,2012-07-01
156,416,FW-T905,CO_WH,Touring Front Wheel,Components,Wheels,true,Touring,2012-07-01
157,470,GL-F110-L,CL_GL,Full-Finger Gloves- L,Clothing,Gloves,false,Mountain,2012-07-01
158,469,GL-F110-M,CL_GL,Full-Finger Gloves- M,Clothing,Gloves,false,Mountain,2012-07-01
159,468,GL-F110-S,CL_GL,Full-Finger Gloves- S,Clothing,Gloves,false,Mountain,2012-07-01
160,466,GL-H102-L,CL_GL,Half-Finger Gloves- L,Clothing,Gloves,false,other sales,2012-07-01
161,464,GL-H102-M,CL_GL,Half-Finger Gloves- M,Clothing,Gloves,false,other sales,2012-07-01
162,462,GL-H102-S,CL_GL,Half-Finger Gloves- S,Clothing,Gloves,false,other sales,2012-07-01
163,397,HB-M243,CO_HB,LL Mountain Handlebars,Components,Handlebars,false,Mountain,2012-07-01
164,399,HB-M763,CO_HB,ML Mountain Handlebars,Components,Handlebars,false,Mountain,2012-07-01
165,401,HB-M918,CO_HB,HL Mountain Handlebars,Components,Handlebars,false,Mountain,2012-07-01
166,403,HB-R504,CO_HB,LL Road Handlebars,Components,Handlebars,false,Road,2012-07-01
167,405,HB-R720,CO_HB,ML Road Handlebars,Components,Handlebars,false,Road,2012-07-01
168,407,HB-R956,CO_HB,HL Road Handlebars,Components,Handlebars,false,Road,2012-07-01
169,216,HL-U509,AC_HE,Sport-100 Helmet- Black,Accessories,Helmets,true,other sales,2012-07-01
170,221,HL-U509-B,AC_HE,Sport-100 Helmet- Blue,Accessories,Helmets,true,other sales,2012-07-01
171,213,HL-U509-R,AC_HE,Sport-100 Helmet- Red,Accessories,Helmets,true,other sales,2012-07-01
172,394,HS-0296,CO_HS,LL Headset,Components,Headsets,false,n/a,2012-07-01
173,395,HS-2451,CO_HS,ML Headset,Components,Headsets,false,n/a,2012-07-01
174,396,HS-3479,CO_HS,HL Headset,Components,Headsets,false,n/a,2012-07-01
175,233,LJ-0192-L,CL_JE,Long-Sleeve Logo Jersey- L,Clothing,Jerseys,false,other sales,2012-07-01
176,230,LJ-0192-M,CL_JE,Long-Sleeve Logo Jersey- M,Clothing,Jerseys,false,other sales,2012-07-01
177,227,LJ-0192-S,CL_JE,Long-Sleeve Logo Jersey- S,Clothing,Jerseys,false,other sales,2012-07-01
178,236,LJ-0192-X,CL_JE,Long-Sleeve Logo Jersey- XL,Clothing,Jerseys,false,other sales,2012-07-01
179,447,LO-C100,AC_LO,Cable Lock,Accessories,Locks,true,other sales,2012-07-01
180,451,LT-H902,AC_LI,Headlights - Dual-Beam,Accessories,Lights,true,Road,2012-07-01
181,452,LT-H903,AC_LI,Headlights - Weatherproof,Accessories,Lights,true,Road,2012-07-01
182,450,LT-T990,AC_LI,Taillights - Battery-Powered,Accessories,Lights,true,Road,2012-07-01
183,446,PA-T100,AC_PA,Touring-Panniers- Large,Accessories,Panniers,false,Touring,2012-07-01
184,448,PU-0452,AC_PU,Minipump,Accessories,Pumps,true,other sales,2012-07-01
185,449,PU-M044,AC_PU,Mountain Pump,Accessories,Pumps,true,Mountain,2012-07-01
186,419,RW-M423,CO_WH,LL Mountain Rear Wheel,Components,Wheels,true,Mountain,2012-07-01
187,420,RW-M762,CO_WH,ML Mountain Rear Wheel,Components,Wheels,true,Mountain,2012-07-01
188,421,RW-M928,CO_WH,HL Mountain Rear Wheel,Components,Wheels,true,Mountain,2012-07-01
189,422,RW-R623,CO_WH,LL Road Rear Wheel,Components,Wheels,true,Road,2012-07-01
190,423,RW-R762,CO_WH,ML Road Rear Wheel,Components,Wheels,true,Road,2012-07-01
191,424,RW-R820,CO_WH,HL Road Rear Wheel,Components,Wheels,true,Road,2012-07-01
192,425,RW-T905,CO_WH,Touring Rear Wheel,Components,Wheels,true,Touring,2012-07-01
193,461,SB-M891-L,CL_BS,Men's Bib-Shorts- L,Clothing,Bib-Shorts,false,other sales,2012-07-01
194,460,SB-M891-M,CL_BS,Men's Bib-Shorts- M,Clothing,Bib-Shorts,false,other sales,2012-07-01
195,459,SB-M891-S,CL_BS,Men's Bib-Shorts- S,Clothing,Bib-Shorts,false,other sales,2012-07-01
196,454,SH-M897-L,CL_SH,Men's Sports Shorts- L,Clothing,Shorts,false,other sales,2012-07-01
197,453,SH-M897-M,CL_SH,Men's Sports Shorts- M,Clothing,Shorts,false,other sales,2012-07-01
198,445,SH-M897-S,CL_SH,Men's Sports Shorts- S,Clothing,Shorts,false,other sales,2012-07-01
199,455,SH-M897-X,CL_SH,Men's Sports Shorts- XL,Clothing,Shorts,false,other sales,2012-07-01
200,458,TG-W091-L,CL_TI,Women's Tights- L,Clothing,Tights,false,other sales,2012-07-01
201,457,TG-W091-M,CL_TI,Women's Tights- M,Clothing,Tights,false,other sales,2012-07-01
202,456,TG-W091-S,CL_TI,Women's Tights- S,Clothing,Tights,false,other sales,2012-07-01
203,601,BB-7421,CO_BB,LL Bottom Bracket,Components,Bottom Brackets,true,n/a,2013-07-01
204,602,BB-8107,CO_BB,ML Bottom Bracket,Components,Bottom Brackets,true,n/a,2013-07-01
205,603,BB-9108,CO_BB,HL Bottom Bracket,Components,Bottom Brackets,true,n/a,2013-07-01
206,478,BC-M005,AC_BC,Mountain Bottle Cage,Accessories,Bottles and Cages,false,Mountain,2013-07-01
207,479,BC-R205,AC_BC,Road Bottle Cage,Accessories,Bottles and Cages,false,Road,2013-07-01
208,596,BK-M18B-40,BI_MB,Mountain-500 Black- 40,Bikes,Mountain Bikes,true,Mountain,2013-07-01
209,597,BK-M18B-42,BI_MB,Mountain-500 Black- 42,Bikes,Mountain Bikes,true,Mountain,2013-07-01
210,598,BK-M18B-44,BI_MB,Mountain-500 Black- 44,Bikes,Mountain Bikes,true,Mountain,2013-07-01
211,599,BK-M18B-48,BI_MB,Mountain-500 Black- 48,Bikes,Mountain Bikes,true,Mountain,2013-07-01
212,600,BK-M18B-52,BI_MB,Mountain-500 Black- 52,Bikes,Mountain Bikes,true,Mountain,2013-07-01
213,591,BK-M18S-40,BI_MB,Mountain-500 Silver- 40,Bikes,Mountain Bikes,true,Mountain,2013-07-01
214,592,BK-M18S-42,BI_MB,Mountain-500 Silver- 42,Bikes,Mountain Bikes,true,Mountain,2013-07-01
215,593,BK-M18S-44,BI_MB,Mountain-500 Silver- 44,Bikes,Mountain Bikes,true,Mountain,2013-07-01
216,594,BK-M18S-48,BI_MB,Mountain-500 Silver- 48,Bikes,Mountain Bikes,true,Mountain,2013-07-01
217,595,BK-M18S-52,BI_MB,Mountain-500 Silver- 52,Bikes,Mountain Bikes,true,Mountain,2013-07-01
218,587,BK-M38S-38,BI_MB,Mountain-400-W Silver- 38,Bikes,Mountain Bikes,true,Mountain,2013-07-01
219,588,BK-M38S-40,BI_MB,Mountain-400-W Silver- 40,Bikes,Mountain Bikes,true,Mountain,2013-07-01
220,589,BK-M38S-42,BI_MB,Mountain-400-W Silver- 42,Bikes,Mountain Bikes,true,Mountain,2013-07-01
221,590,BK-M38S-46,BI_MB,Mountain-400-W Silver- 46,Bikes,Mountain Bikes,true,Mountain,2013-07-01
222,359,BK-M68B-38,BI_MB,Mountain-200 Black- 38,Bikes,Mountain Bikes,true,Mountain,2013-07-01
223,361,BK-M68B-42,BI_MB,Mountain-200 Black- 42,Bikes,Mountain Bikes,true,Mountain,2013-07-01
224,363,BK-M68B-46,BI_MB,Mountain-200 Black- 46,Bikes,Mountain Bikes,true,Mountain,2013-07-01
225,353,BK-M68S-38,BI_MB,Mountain-200 Silver- 38,Bikes,Mountain Bikes,true,Mountain,2013-07-01
226,355,BK-M68S-42,BI_MB,Mountain-200 Silver- 42,Bikes,Mountain Bikes,true,Mountain,2013-07-01
227,357,BK-M68S-46,BI_MB,Mountain-200 Silver- 46,Bikes,Mountain Bikes,true,Mountain,2013-07-01
228,604,BK-R19B-44,BI_RB,Road-750 Black- 44,Bikes,Road Bikes,true,Road,2013-07-01
229,605,BK-R19B-48,BI_RB,Road-750 Black- 48,Bikes,Road Bikes,true,Road,2013-07-01
230,606,BK-R19B-52,BI_RB,Road-750 Black- 52,Bikes,Road Bikes,true,Road,2013-07-01
231,584,BK-R19B-58,BI_RB,Road-750 Black- 58,Bikes,Road Bikes,true,Road,2013-07-01
232,382,BK-R64Y-38,BI_RB,Road-550-W Yellow- 38,Bikes,Road Bikes,true,Road,2013-07-01
233,384,BK-R64Y-40,BI_RB,Road-550-W Yellow- 40,Bikes,Road Bikes,true,Road,2013-07-01
234,386,BK-R64Y-42,BI_RB,Road-550-W Yellow- 42,Bikes,Road Bikes,true,Road,2013-07-01
235,388,BK-R64Y-44,BI_RB,Road-550-W Yellow- 44,Bikes,Road Bikes,true,Road,2013-07-01
236,390,BK-R64Y-48,BI_RB,Road-550-W Yellow- 48,Bikes,Road Bikes,true,Road,2013-07-01
237,580,BK-R79Y-40,BI_RB,Road-350-W Yellow- 40,Bikes,Road Bikes,true,Road,2013-07-01
238,581,BK-R79Y-42,BI_RB,Road-350-W Yellow- 42,Bikes,Road Bikes,true,Road,2013-07-01
239,582,BK-R79Y-44,BI_RB,Road-350-W Yellow- 44,Bikes,Road Bikes,true,Road,2013-07-01
240,583,BK-R79Y-48,BI_RB,Road-350-W Yellow- 48,Bikes,Road Bikes,true,Road,2013-07-01
241,374,BK-R89B-44,BI_RB,Road-250 Black- 44,Bikes,Road Bikes,true,Road,2013-07-01
242,376,BK-R89B-48,BI_RB,Road-250 Black- 48,Bikes,Road Bikes,true,Road,2013-07-01
243,378,BK-R89B-52,BI_RB,Road-250 Black- 52,Bikes,Road Bikes,true,Road,2013-07-01
244,380,BK-R89B-58,BI_RB,Road-250 Black- 58,Bikes,Road Bikes,true,Road,2013-07-01
245,372,BK-R89R-58,BI_RB,Road-250 Red- 58,Bikes,Road Bikes,true,Road,2013-07-01
246,585,BK-T18U-44,BI_TB,Touring-3000 Blue- 44,Bikes,Touring Bikes,true,Touring,2013-07-01
247,586,BK-T18U-50,BI_TB,Touring-3000 Blue- 50,Bikes,Touring Bikes,true,Touring,2013-07-01
248,565,BK-T18U-54,BI_TB,Touring-3000 Blue- 54,Bikes,Touring Bikes,true,Touring,2013-07-01
249,566,BK-T18U-58,BI_TB,Touring-3000 Blue- 58,Bikes,Touring Bikes,true,Touring,2013-07-01
250,567,BK-T18U-62,BI_TB,Touring-3000 Blue- 62,Bikes,Touring Bikes,true,Touring,2013-07-01
251,568,BK-T18Y-44,BI_TB,Touring-3000 Yellow- 44,Bikes,Touring Bikes,true,Touring,2013-07-01
