product_key,product_id,product_number,category_id,product_name,category,subcategory,maintenance_flag,product_line,product_cost,is_cost_known,start_date,is_active
535564b05766a422a4915bce8690c2260618bb7f579ea93f12b6d6ef0e442511,235,LJ-0192-X,CL_JE,Long-Sleeve Logo Jersey- XL,Clothing,Jerseys,false,other sales,32,true,2011-07-01,false
535564b05766a422a4915bce8690c2260618bb7f579ea93f12b6d6ef0e442511,236,LJ-0192-X,CL_JE,Long-Sleeve Logo Jersey- XL,Clothing,Jerseys,false,other sales,29,true,2012-07-01,false
535564b05766a422a4915bce8690c2260618bb7f579ea93f12b6d6ef0e442511,237,LJ-0192-X,CL_JE,Long-Sleeve Logo Jersey- XL,Clothing,Jerseys,false,other sales,38,true,2013-07-01,true
742a7082a09424d2987ebd1e412df7c19858a49d1c29c8b24ade249d98bd579f,238,FR-R92R-62,CO_RF,HL Road Frame - Red- 62,Components,Road Frames,true,Road,748,true,2011-07-01,false
742a7082a09424d2987ebd1e412df7c19858a49d1c29c8b24ade249d98bd579f,239,FR-R92R-62,CO_RF,HL Road Frame - Red- 62,Components,Road Frames,true,Road,722,true,2012-07-01,false
742a7082a09424d2987ebd1e412df7c19858a49d1c29c8b24ade249d98bd579f,240,FR-R92R-62,CO_RF,HL Road Frame - Red- 62,Components,Road Frames,true,Road,869,true,2013-07-01,true
68ef2a05edef439b0bd6bd15406c8a7a96046031a1572bb6fb16c00a1bbd9cd4,241,FR-R92R-44,CO_RF,HL Road Frame - Red- 44,Components,Road Frames,true,Road,748,true,2011-07-01,false
68ef2a05edef439b0bd6bd15406c8a7a96046031a1572bb6fb16c00a1bbd9cd4,242,FR-R92R-44,CO_RF,HL Road Frame - Red- 44,Components,Road Frames,true,Road,722,true,2012-07-01,false
68ef2a05edef439b0bd6bd15406c8a7a96046031a1572bb6fb16c00a1bbd9cd4,243,FR-R92R-44,CO_RF,HL Road Frame - Red- 44,Components,Road Frames,true,Road,869,true,2013-07-01,true
580a067f2346d2816e0cd5437ae3018effd911f92dca80944f5ae63bcce8f41e,244,FR-R92R-48,CO_RF,HL Road Frame - Red- 48,Components,Road Frames,true,Road,748,true,2011-07-01,false
580a067f2346d2816e0cd5437ae3018effd911f92dca80944f5ae63bcce8f41e,245,FR-R92R-48,CO_RF,HL Road Frame - Red- 48,Components,Road Frames,true,Road,722,true,2012-07-01,false
580a067f2346d2816e0cd5437ae3018effd911f92dca80944f5ae63bcce8f41e,246,FR-R92R-48,CO_RF,HL Road Frame - Red- 48,Components,Road Frames,true,Road,869,true,2013-07-01,true
1590b97fa2afd891895853f5156fef9e39d43f09c50cfff1d587a6d82919e7f8,247,FR-R92R-52,CO_RF,HL Road Frame - Red- 52,Components,Road Frames,true,Road,748,true,2011-07-01,false
1590b97fa2afd891895853f5156fef9e39d43f09c50cfff1d587a6d82919e7f8,248,FR-R92R-52,CO_RF,HL Road Frame - Red- 52,Components,Road Frames,true,Road,722,true,2012-07-01,false
1590b97fa2afd891895853f5156fef9e39d43f09c50cfff1d587a6d82919e7f8,249,FR-R92R-52,CO_RF,HL Road Frame - Red- 52,Components,Road Frames,true,Road,869,true,2013-07-01,true
e79db0443b50d6219f572bd68b312e2fdaca228a35837556276292d96a695855,250,FR-R92R-56,CO_RF,HL Road Frame - Red- 56,Components,Road Frames,true,Road,748,true,2011-07-01,false
e79db0443b50d6219f572bd68b312e2fdaca228a35837556276292d96a695855,251,FR-R92R-56,CO_RF,HL Road Frame - Red- 56,Components,Road Frames,true,Road,722,true,2012-07-01,false
e79db0443b50d6219f572bd68b312e2fdaca228a35837556276292d96a695855,252,FR-R92R-56,CO_RF,HL Road Frame - Red- 56,Components,Road Frames,true,Road,869,true,2013-07-01,true
2163c8259a90c0b4deac646f222246e45f511bf1a5ec821352862137b2e31366,253,FR-R38B-58,CO_RF,LL Road Frame - Black- 58,Components,Road Frames,true,Road,176,true,2011-07-01,false
2163c8259a90c0b4deac646f222246e45f511bf1a5ec821352862137b2e31366,254,FR-R38B-58,CO_RF,LL Road Frame - Black- 58,Components,Road Frames,true,Road,170,true,2012-07-01,false
2163c8259a90c0b4deac646f222246e45f511bf1a5ec821352862137b2e31366,255,FR-R38B-58,CO_RF,LL Road Frame - Black- 58,Components,Road Frames,true,Road,205,true,2013-07-01,true
b35527159d40f36eb1d8efef36add34b726f85d5a2a89bb781a52177cc5fe01f,256,FR-R38B-60,CO_RF,LL Road Frame - Black- 60,Components,Road Frames,true,Road,176,true,2011-07-01,false
b35527159d40f36eb1d8efef36add34b726f85d5a2a89bb781a52177cc5fe01f,257,FR-R38B-60,CO_RF,LL Road Frame - Black- 60,Components,Road Frames,true,Road,170,true,2012-07-01,false
b35527159d40f36eb1d8efef36add34b726f85d5a2a89bb781a52177cc5fe01f,258,FR-R38B-60,CO_RF,LL Road Frame - Black- 60,Components,Road Frames,true,Road,205,true,2013-07-01,true
7b1d722d284f34b4cdb534a61b62addf3e8dad1ebf515b002a5435b5b2f9d2ab,259,FR-R38B-62,CO_RF,LL Road Frame - Black- 62,Components,Road Frames,true,Road,176,true,2011-07-01,false
7b1d722d284f34b4cdb534a61b62addf3e8dad1ebf515b002a5435b5b2f9d2ab,260,FR-R38B-62,CO_RF,LL Road Frame - Black- 62,Components,Road Frames,true,Road,170,true,2012-07-01,false
7b1d722d284f34b4cdb534a61b62addf3e8dad1ebf515b002a5435b5b2f9d2ab,261,FR-R38B-62,CO_RF,LL Road Frame - Black- 62,Components,Road Frames,true,Road,205,true,2013-07-01,true
155ebfd037b8e1897600c277934bdf40b832bdb147a85fdaeeaed7a71195f2b9,262,FR-R38R-44,CO_RF,LL Road Frame - Red- 44,Components,Road Frames,true,Road,181,true,2011-07-01,false
155ebfd037b8e1897600c277934bdf40b832bdb147a85fdaeeaed7a71195f2b9,263,FR-R38R-44,CO_RF,LL Road Frame - Red- 44,Components,Road Frames,true,Road,187,true,2012-07-01,false
d59d93a946d9214b3959010e5aef33095f01bc4c49f151d34fdbdbb69a6dd204,264,FR-R38R-48,CO_RF,LL Road Frame - Red- 48,Components,Road Frames,true,Road,181,true,2011-07-01,false
d59d93a946d9214b3959010e5aef33095f01bc4c49f151d34fdbdbb69a6dd204,265,FR-R38R-48,CO_RF,LL Road Frame - Red- 48,Components,Road Frames,true,Road,187,true,2012-07-01,false
2c893a1b6bece86e4ce58693c9545128ce985a73bb14f8651ffb6c195f488e1a,266,FR-R38R-52,CO_RF,LL Road Frame - Red- 52,Components,Road Frames,true,Road,181,true,2011-07-01,false
2c893a1b6bece86e4ce58693c9545128ce985a73bb14f8651ffb6c195f488e1a,267,FR-R38R-52,CO_RF,LL Road Frame - Red- 52,Components,Road Frames,true,Road,187,true,2012-07-01,false
253a925f92152121e18c6e7f412f774af294cf3047ed17cc3717151113948444,268,FR-R38R-58,CO_RF,LL Road Frame - Red- 58,Components,Road Frames,true,Road,181,true,2011-07-01,false
253a925f92152121e18c6e7f412f774af294cf3047ed17cc3717151113948444,269,FR-R38R-58,CO_RF,LL Road Frame - Red- 58,Components,Road Frames,true,Road,187,true,2012-07-01,false
7d0cabdbdc5b97433b12bd52d861874d9a57f4096313fa07c1d560bca5a3469a,270,FR-R38R-60,CO_RF,LL Road Frame - Red- 60,Components,Road Frames,true,Road,181,true,2011-07-01,false
7d0cabdbdc5b97433b12bd52d861874d9a57f4096313fa07c1d560bca5a3469a,271,FR-R38R-60,CO_RF,LL Road Frame - Red- 60,Components,Road Frames,true,Road,187,true,2012-07-01,false
fa0b5c10896b6fecde5a7c84cd57b57c1d225951d6c714bd272397e96106fa99,272,FR-R38R-62,CO_RF,LL Road Frame - Red- 62,Components,Road Frames,true,Road,181,true,2011-07-01,false
fa0b5c10896b6fecde5a7c84cd57b57c1d225951d6c714bd272397e96106fa99,273,FR-R38R-62,CO_RF,LL Road Frame - Red- 62,Components,Road Frames,true,Road,187,true,2012-07-01,false
8327786e08351c6b4ddbf0885250f1ba989f005378caffc39e842ab10df338c0,274,FR-R72R-44,CO_RF,ML Road Frame - Red- 44,Components,Road Frames,true,Road,352,true,2011-07-01,false
d29df68d3cf51f2ac893c541f2ec801a1ec52d08e2e5dfc5f19d320da23e900f,275,FR-R72R-48,CO_RF,ML Road Frame - Red- 48,Components,Road Frames,true,Road,352,true,2011-07-01,false
c076d00b01c55f95b1475e8c6efed43b7fb926ec6c252d7fb04f684ad3435a2e,276,FR-R72R-52,CO_RF,ML Road Frame - Red- 52,Components,Road Frames,true,Road,352,true,2011-07-01,false
f5081f1cfb11f0056b3cc398f9b1f1688fd70ac3404f0f2a94a4484a0e823df9,277,FR-R72R-58,CO_RF,ML Road Frame - Red- 58,Components,Road Frames,true,Road,352,true,2011-07-01,false
dc88a4412dee381a34ddd028ed631fa455e58335203c8531ab3070531967539a,278,FR-R72R-60,CO_RF,ML Road Frame - Red- 60,Components,Road Frames,true,Road,352,true,2011-07-01,false
2fc556d034467e19f6810f96d3c0c441bc147dad4f76798b5e9b52537e131ebe,279,FR-R38B-44,CO_RF,LL Road Frame - Black- 44,Components,Road Frames,true,Road,176,true,2011-07-01,false
2fc556d034467e19f6810f96d3c0c441bc147dad4f76798b5e9b52537e131ebe,280,FR-R38B-44,CO_RF,LL Road Frame - Black- 44,Components,Road Frames,true,Road,170,true,2012-07-01,false
2fc556d034467e19f6810f96d3c0c441bc147dad4f76798b5e9b52537e131ebe,281,FR-R38B-44,CO_RF,LL Road Frame - Black- 44,Components,Road Frames,true,Road,205,true,2013-07-01,true
a81914e833b5734927cd097b0505b07bc0e800c762632ed2479ae909952c0502,282,FR-R38B-48,CO_RF,LL Road Frame - Black- 48,Components,Road Frames,true,Road,176,true,2011-07-01,false
a81914e833b5734927cd097b0505b07bc0e800c762632ed2479ae909952c0502,283,FR-R38B-48,CO_RF,LL Road Frame - Black- 48,Components,Road Frames,true,Road,170,true,2012-07-01,false
a81914e833b5734927cd097b0505b07bc0e800c762632ed2479ae909952c0502,284,FR-R38B-48,CO_RF,LL Road Frame - Black- 48,Components,Road Frames,true,Road,205,true,2013-07-01,true
44be73d310dee6488069cf86eb319277500de0f1548381e139fa749cc3a4f31d,285,FR-R38B-52,CO_RF,LL Road Frame - Black- 52,Components,Road Frames,true,Road,176,true,2011-07-01,false
44be73d310dee6488069cf86eb319277500de0f1548381e139fa749cc3a4f31d,286,FR-R38B-52,CO_RF,LL Road Frame - Black- 52,Components,Road Frames,true,Road,170,true,2012-07-01,false
44be73d310dee6488069cf86eb319277500de0f1548381e139fa749cc3a4f31d,287,FR-R38B-52,CO_RF,LL Road Frame - Black- 52,Components,Road Frames,true,Road,205,true,2013-07-01,true
f7308264d00defc86c5531f869bab0f089398f24e1da71e1d9feadd1d465623c,288,FR-M94S-42,CO_MF,HL Mountain Frame - Silver- 42,Components,Mountain Frames,true,Mountain,624,true,2011-07-01,false
f7308264d00defc86c5531f869bab0f089398f24e1da71e1d9feadd1d465623c,289,FR-M94S-42,CO_MF,HL Mountain Frame - Silver- 42,Components,Mountain Frames,true,Mountain,661,true,2012-07-01,false
f7308264d00defc86c5531f869bab0f089398f24e1da71e1d9feadd1d465623c,290,FR-M94S-42,CO_MF,HL Mountain Frame - Silver- 42,Components,Mountain Frames,true,Mountain,747,true,2013-07-01,true
06a2e6555109657332d544901be86c4c57e2f7e29a9c42d68e9b7debc09f026b,291,FR-M94S-44,CO_MF,HL Mountain Frame - Silver- 44,Components,Mountain Frames,true,Mountain,707,true,2011-07-01,false
7dd86f18eaff651d8604d85ad5099059fc1feb3314aba0c866e597a37269bebd,292,FR-M94S-52,CO_MF,HL Mountain Frame - Silver- 48,Components,Mountain Frames,true,Mountain,707,true,2011-07-01,false
0bfa4ae799b41009c5fd198e0bc038067266d520e17ec8d1178340578f4a2a34,293,FR-M94S-46,CO_MF,HL Mountain Frame - Silver- 46,Components,Mountain Frames,true,Mountain,624,true,2011-07-01,false
0bfa4ae799b41009c5fd198e0bc038067266d520e17ec8d1178340578f4a2a34,294,FR-M94S-46,CO_MF,HL Mountain Frame - Silver- 46,Components,Mountain Frames,true,Mountain,661,true,2012-07-01,false
0bfa4ae799b41009c5fd198e0bc038067266d520e17ec8d1178340578f4a2a34,295,FR-M94S-46,CO_MF,HL Mountain Frame - Silver- 46,Components,Mountain Frames,true,Mountain,747,true,2013-07-01,true
ceddfca16cbe6f3b90be370065aebe4623960dc886b1c8288a25a9c3c5533cfc,296,FR-M94B-42,CO_MF,HL Mountain Frame - Black- 42,Components,Mountain Frames,true,Mountain,617,true,2011-07-01,false
ceddfca16cbe6f3b90be370065aebe4623960dc886b1c8288a25a9c3c5533cfc,297,FR-M94B-42,CO_MF,HL Mountain Frame - Black- 42,Components,Mountain Frames,true,Mountain,654,true,2012-07-01,false
ceddfca16cbe6f3b90be370065aebe4623960dc886b1c8288a25a9c3c5533cfc,298,FR-M94B-42,CO_MF,HL Mountain Frame - Black- 42,Components,Mountain Frames,true,Mountain,739,true,2013-07-01,true
4518c983d3c6c9f460a5bd26941dba1e7db41b84d50cfdc144dde8c31260c507,299,FR-M94B-44,CO_MF,HL Mountain Frame - Black- 44,Components,Mountain Frames,true,Mountain,699,true,2011-07-01,false
c7544de7a9a245d2f79f2eecc972db0c7faf28f2306fde6f39527b28aeab9bc3,300,FR-M94B-48,CO_MF,HL Mountain Frame - Black- 48,Components,Mountain Frames,true,Mountain,699,true,2011-07-01,false
dbbe776a0b1f78243ef37c3e6175097c6040dbe928bda7dd0b5c08a9bc17aef4,301,FR-M94B-46,CO_MF,HL Mountain Frame - Black- 46,Components,Mountain Frames,true,Mountain,617,true,2011-07-01,false
dbbe776a0b1f78243ef37c3e6175097c6040dbe928bda7dd0b5c08a9bc17aef4,302,FR-M94B-46,CO_MF,HL Mountain Frame - Black- 46,Components,Mountain Frames,true,Mountain,654,true,2012-07-01,false
dbbe776a0b1f78243ef37c3e6175097c6040dbe928bda7dd0b5c08a9bc17aef4,303,FR-M94B-46,CO_MF,HL Mountain Frame - Black- 46,Components,Mountain Frames,true,Mountain,739,true,2013-07-01,true
47314d06a33f3ab2b58705d785a5e759998c36df4445646da4b209d8defdc490,304,FR-M94B-38,CO_MF,HL Mountain Frame - Black- 38,Components,Mountain Frames,true,Mountain,617,true,2011-07-01,false
47314d06a33f3ab2b58705d785a5e759998c36df4445646da4b209d8defdc490,305,FR-M94B-38,CO_MF,HL Mountain Frame - Black- 38,Components,Mountain Frames,true,Mountain,654,true,2012-07-01,false
47314d06a33f3ab2b58705d785a5e759998c36df4445646da4b209d8defdc490,306,FR-M94B-38,CO_MF,HL Mountain Frame - Black- 38,Components,Mountain Frames,true,Mountain,739,true,2013-07-01,true
084ea46486d0387dea96c752a9fb012af036a8c43902854f8ba3388e330eb839,307,FR-M94S-38,CO_MF,HL Mountain Frame - Silver- 38,Components,Mountain Frames,true,Mountain,624,true,2011-07-01,false
084ea46486d0387dea96c752a9fb012af036a8c43902854f8ba3388e330eb839,308,FR-M94S-38,CO_MF,HL Mountain Frame - Silver- 38,Components,Mountain Frames,true,Mountain,661,true,2012-07-01,false
084ea46486d0387dea96c752a9fb012af036a8c43902854f8ba3388e330eb839,309,FR-M94S-38,CO_MF,HL Mountain Frame - Silver- 38,Components,Mountain Frames,true,Mountain,747,true,2013-07-01,true
f3b0dface263adafb4ebea9962173e51e4b096629f8c3032841900c71c7538b7,310,BK-R93R-62,BI_RB,Road-150 Red- 62,Bikes,Road Bikes,true,Road,2171,true,2011-07-01,false
f608bb5a88566bbe7f3caaa6085ecf8dbf688936612e0e332671d17f213ba0b8,311,BK-R93R-44,BI_RB,Road-150 Red- 44,Bikes,Road Bikes,true,Road,2171,true,2011-07-01,false
3ab575c5ce5de301c69675dce9e41378c762cc868ae808a18b769e18f5e79846,312,BK-R93R-48,BI_RB,Road-150 Red- 48,Bikes,Road Bikes,true,Road,2171,true,2011-07-01,false
89bcec2487a32ab42420d51e59928085bcf3fbabd004e8154c15bca553d29b62,313,BK-R93R-52,BI_RB,Road-150 Red- 52,Bikes,Road Bikes,true,Road,2171,true,2011-07-01,false
5f557aeec70cf4324493e431bdc5d61c2bcdaa8595d92def2c11a69f94db3a7e,314,BK-R93R-56,BI_RB,Road-150 Red- 56,Bikes,Road Bikes,true,Road,2171,true,2011-07-01,false
b97137f9c164e95a924c5a7bb5472c8790a19c3f4aa368666f37ff850ce4212b,315,BK-R68R-58,BI_RB,Road-450 Red- 58,Bikes,Road Bikes,true,Road,885,true,2011-07-01,false
3785b04e00cb99be6be31923358733034c0c9c88ab9c52fc434ddd47d7ca7fac,316,BK-R68R-60,BI_RB,Road-450 Red- 60,Bikes,Road Bikes,true,Road,885,true,2011-07-01,false
e5d010a3d5b01e69b33bd347be2352ddd73561bc377c85614f353cfea021c0f5,317,BK-R68R-44,BI_RB,Road-450 Red- 44,Bikes,Road Bikes,true,Road,885,true,2011-07-01,false
074b1283482ff6246fcd7e89c24ec11fcc06698841ed7524130f06bbfa4df958,318,BK-R68R-48,BI_RB,Road-450 Red- 48,Bikes,Road Bikes,true,Road,885,true,2011-07-01,false
14afbdaef247abc37a86055e60ad5e43e6f3c68cff8373e55ef5cbc9baf13557,319,BK-R68R-52,BI_RB,Road-450 Red- 52,Bikes,Road Bikes,true,Road,885,true,2011-07-01,false
6bb8a145c40a21b84770e9d937100efb407c0ec3896b6eaf8344c403056fd619,320,BK-R50R-58,BI_RB,Road-650 Red- 58,Bikes,Road Bikes,true,Road,413,true,2011-07-01,false
6bb8a145c40a21b84770e9d937100efb407c0ec3896b6eaf8344c403056fd619,321,BK-R50R-58,BI_RB,Road-650 Red- 58,Bikes,Road Bikes,true,Road,487,true,2012-07-01,false
88ae802b78b76707aaf8371af29214c39cdf6e9fb6e046baea586b8df8b59ead,322,BK-R50R-60,BI_RB,Road-650 Red- 60,Bikes,Road Bikes,true,Road,413,true,2011-07-01,false
88ae802b78b76707aaf8371af29214c39cdf6e9fb6e046baea586b8df8b59ead,323,BK-R50R-60,BI_RB,Road-650 Red- 60,Bikes,Road Bikes,true,Road,487,true,2012-07-01,false
c701aaabd91f4b2c3cc7418e6c43785ab69bb55f750f79a7d58d56dfc404b983,324,BK-R50R-62,BI_RB,Road-650 Red- 62,Bikes,Road Bikes,true,Road,413,true,2011-07-01,false
c701aaabd91f4b2c3cc7418e6c43785ab69bb55f750f79a7d58d56dfc404b983,325,BK-R50R-62,BI_RB,Road-650 Red- 62,Bikes,Road Bikes,true,Road,487,true,2012-07-01,false
5286a1e916969f6ff131522b52a51e480425f9f61cd5653abd68ab4b52e2b8d7,326,BK-R50R-44,BI_RB,Road-650 Red- 44,Bikes,Road Bikes,true,Road,413,true,2011-07-01,false
5286a1e916969f6ff131522b52a51e480425f9f61cd5653abd68ab4b52e2b8d7,327,BK-R50R-44,BI_RB,Road-650 Red- 44,Bikes,Road Bikes,true,Road,487,true,2012-07-01,false
e7c4c9feb783b5df3b28b82c374e6ec5928d858ee16a66e7b27e61b2a5fbd920,328,BK-R50R-48,BI_RB,Road-650 Red- 48,Bikes,Road Bikes,true,Road,413,true,2011-07-01,false
e7c4c9feb783b5df3b28b82c374e6ec5928d858ee16a66e7b27e61b2a5fbd920,329,BK-R50R-48,BI_RB,Road-650 Red- 48,Bikes,Road Bikes,true,Road,487,true,2012-07-01,false
a72f1956aabd1ea968b5c44cb13eca536426bbcd872c54c27f2efcbedd743167,330,BK-R50R-52,BI_RB,Road-650 Red- 52,Bikes,Road Bikes,true,Road,413,true,2011-07-01,false
a72f1956aabd1ea968b5c44cb13eca536426bbcd872c54c27f2efcbedd743167,331,BK-R50R-52,BI_RB,Road-650 Red- 52,Bikes,Road Bikes,true,Road,487,true,2012-07-01,false
61e4e396223e40a98059ae59b139e9c2ea8ec33fcf9651f94adf179dd1b38e7e,332,BK-R50B-58,BI_RB,Road-650 Black- 58,Bikes,Road Bikes,true,Road,413,true,2011-07-01,false
61e4e396223e40a98059ae59b139e9c2ea8ec33fcf9651f94adf179dd1b38e7e,333,BK-R50B-58,BI_RB,Road-650 Black- 58,Bikes,Road Bikes,true,Road,487,true,2012-07-01,false
6985cc241ecc784ca3a7e8e28de8e1bcdc99396c8729e7de9c0a7fb3796e37dd,334,BK-R50B-60,BI_RB,Road-650 Black- 60,Bikes,Road Bikes,true,Road,413,true,2011-07-01,false
6985cc241ecc784ca3a7e8e28de8e1bcdc99396c8729e7de9c0a7fb3796e37dd,335,BK-R50B-60,BI_RB,Road-650 Black- 60,Bikes,Road Bikes,true,Road,487,true,2012-07-01,false
5adbe9ea8bcf862f0e607f4cccfcd324d31657b77adfdf84e40bd32e6581b1aa,336,BK-R50B-62,BI_RB,Road-650 Black- 62,Bikes,Road Bikes,true,Road,413,true,2011-07-01,false
5adbe9ea8bcf862f0e607f4cccfcd324d31657b77adfdf84e40bd32e6581b1aa,337,BK-R50B-62,BI_RB,Road-650 Black- 62,Bikes,Road Bikes,true,Road,487,true,2012-07-01,false
feec8ee644d7ae0604102705a5023be03f8aea0e8900ecbfc4bbede288bd8669,338,BK-R50B-44,BI_RB,Road-650 Black- 44,Bikes,Road Bikes,true,Road,413,true,2011-07-01,false
feec8ee644d7ae0604102705a5023be03f8aea0e8900ecbfc4bbede288bd8669,339,BK-R50B-44,BI_RB,Road-650 Black- 44,Bikes,Road Bikes,true,Road,487,true,2012-07-01,false
56fadfbbf13fb75399b47eb9366a994838f4caba56e78a38a819f8030747dabe,340,BK-R50B-48,BI_RB,Road-650 Black- 48,Bikes,Road Bikes,true,Road,413,true,2011-07-01,false
56fadfbbf13fb75399b47eb9366a994838f4caba56e78a38a819f8030747dabe,341,BK-R50B-48,BI_RB,Road-650 Black- 48,Bikes,Road Bikes,true,Road,487,true,2012-07-01,false
3ddc79c465264d15c71cfae3e62866557f90f20132542854b203646af51b9ddf,342,BK-R50B-52,BI_RB,Road-650 Black- 52,Bikes,Road Bikes,true,Road,413,true,2011-07-01,false
3ddc79c465264d15c71cfae3e62866557f90f20132542854b203646af51b9ddf,343,BK-R50B-52,BI_RB,Road-650 Black- 52,Bikes,Road Bikes,true,Road,487,true,2012-07-01,false
58866294eb7e5b24529ae6e244268f3d3135f9c178755b384c8452b66e5f7497,344,BK-M82S-38,BI_MB,Mountain-100 Silver- 38,Bikes,Mountain Bikes,true,Mountain,1912,true,2011-07-01,false
e6ece97b26dd39d130622a5c0cd0ac6a5fffcaf797674c5649c6375fce997243,345,BK-M82S-42,BI_MB,Mountain-100 Silver- 42,Bikes,Mountain Bikes,true,Mountain,1912,true,2011-07-01,false
